@RELATION Parkinson
@ATTRIBUTE class {Positive,Negative}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@DATA
Positive,0,0.311519,0.306147,0.175469,0.08852,0.056641,0.023168,0.018514,0.01183,0.004421,0.003771,30.265,0.001879,0,0.176406,0.269086,0.201078,0.139263,0.086067,0.055524,0.035917,0.019639,0.01301,0.00401,29.0328,0.001109,0.000249,0.216931,0.328446,0.205387,0.119204,0.059654,0.031745,0.017363,0.009489,0.006617,0.004916,0.62828,0.003028,0,0.173722,0.289757,0.209675,0.131875,0.087084,0.048836,0.024504,0.017138,0.010892,0.006516,22.3702,0.004359
Positive,0,0.254986,0.285483,0.188776,0.122763,0.065647,0.038554,0.021464,0.013202,0.003813,0.005312,64.3904,0.00215,0,0.327102,0.282161,0.171711,0.100873,0.056338,0.030337,0.013182,0.007001,0.00555,0.005746,66.9696,0.003575,0.000297,0.356517,0.301779,0.152553,0.079777,0.04813,0.029237,0.015145,0.007207,0.00637,0.002989,48.7986,0.005021,0,0.322939,0.237936,0.164367,0.104895,0.073621,0.044429,0.020351,0.017767,0.008393,0.005302,69.8895,0.011245
Positive,0,0.403678,0.299857,0.142395,0.075464,0.037074,0.018672,0.014818,0.004214,0.002157,0.001671,68.658,0.002192,0,0.249155,0.281691,0.186713,0.114122,0.078657,0.042602,0.020376,0.013123,0.006843,0.006718,59.5663,0.002405,0,0.287822,0.324422,0.201085,0.089865,0.043286,0.023868,0.01001,0.008736,0.005525,0.005382,21.1447,0.003134,0.00024,0.284061,0.311021,0.17086,0.103836,0.063905,0.031323,0.017238,0.009908,0.00477,0.002837,33.8888,0.005677
Positive,0,0.235816,0.345607,0.221422,0.104807,0.049608,0.022095,0.010254,0.004957,0.003774,0.00166,38.3576,0.002011,0,0.251932,0.335858,0.205504,0.108866,0.052974,0.02438,0.011286,0.005468,0.001089,0.002642,36.2016,0.002723,0,0.284455,0.362305,0.186777,0.085685,0.042718,0.019493,0.00865,0.003283,0.002899,0.003733,40.6861,0.004026,0.000283,0.252071,0.309469,0.200597,0.111825,0.061773,0.028786,0.018006,0.00702,0.005857,0.00431,37.9034,0.006076
Positive,0,0.317822,0.291622,0.181116,0.092031,0.055099,0.02909,0.015881,0.009616,0.004296,0.003427,58.6534,0.001577,0.000256,0.302108,0.304077,0.189101,0.099013,0.053754,0.025125,0.011974,0.007619,0.003259,0.003714,71.043,0.00195,0,0.249856,0.285278,0.217352,0.113451,0.060834,0.036105,0.017649,0.010515,0.002743,0.006216,71.3667,0.005129,0,0.22454,0.279679,0.203774,0.11766,0.079435,0.048966,0.018915,0.010396,0.008883,0.007751,55.912,0.009004
Positive,0,0.277673,0.308405,0.189778,0.105162,0.061353,0.030412,0.013367,0.007763,0.002497,0.003591,70.4249,0.001995,0,0.279257,0.302467,0.166002,0.116175,0.061432,0.034171,0.022192,0.007879,0.00515,0.005275,71.6194,0.002861,0,0.259737,0.276861,0.196609,0.118609,0.068169,0.036598,0.018722,0.010124,0.007957,0.006614,65.5904,0.004871,0.000297,0.283283,0.277822,0.189589,0.102395,0.058316,0.036354,0.02237,0.011685,0.010014,0.007873,54.3782,0.007464
Positive,0,0.20551,0.2557,0.21989,0.147664,0.080232,0.039805,0.023483,0.011273,0.009642,0.0068,58.0016,0.004333,0,0.14061,0.27922,0.232404,0.153078,0.094662,0.052135,0.028764,0.01056,0.005027,0.003539,63.5666,0.004541,0.000298,0.228761,0.319287,0.196879,0.121593,0.06333,0.036896,0.0161,0.008176,0.005521,0.00316,66.6307,0.00458,0,0.262079,0.287361,0.194115,0.120583,0.07023,0.034378,0.015069,0.006343,0.005731,0.004111,58.49,0.009296
Positive,0,0.111628,0.202926,0.206214,0.194546,0.134658,0.088998,0.036643,0.014497,0.006707,0.003181,76.8698,0.005564,0,0.137173,0.264447,0.21316,0.161551,0.112583,0.059086,0.030542,0.013206,0.004666,0.003584,74.4871,0.006913,0.000269,0.124815,0.294496,0.270387,0.147138,0.089614,0.037986,0.018959,0.007675,0.004016,0.004644,59.3912,0.006868,0.000291,0.247458,0.363375,0.203193,0.10287,0.045865,0.02116,0.007083,0.004516,0.002139,0.00205,66.8855,0.01184
Positive,0.000251,0.215021,0.303218,0.222141,0.110827,0.067829,0.035638,0.021509,0.015229,0.005933,0.002405,70.7901,0.002564,0.000261,0.251773,0.35011,0.207892,0.104915,0.044267,0.019305,0.009977,0.005905,0.003192,0.002403,26.0858,0.003489,0.000291,0.23362,0.339944,0.200704,0.10879,0.058306,0.030071,0.01475,0.005821,0.004523,0.003178,45.6338,0.006862,0,0.245262,0.335359,0.197693,0.105141,0.051893,0.031955,0.018018,0.008037,0.00288,0.003761,50.6191,0.010332
Positive,0,0.143205,0.29778,0.250452,0.164364,0.078524,0.034055,0.015098,0.009184,0.003519,0.003818,72.463,0.001261,0,0.221869,0.342591,0.218382,0.124968,0.049912,0.027192,0.00881,0.003145,0.001298,0.001833,70.1213,0.00164,0,0.216833,0.302157,0.222518,0.122796,0.06318,0.036246,0.016193,0.010982,0.00539,0.003707,43.0307,0.002099,0,0.214035,0.317946,0.214873,0.131741,0.066186,0.032173,0.010423,0.007398,0.001803,0.003423,63.3611,0.00466
Positive,0,0.237762,0.33676,0.194849,0.107817,0.061546,0.027181,0.014857,0.0068,0.005784,0.006644,47.4431,0.003013,0,0.179674,0.323124,0.238852,0.133897,0.068237,0.029279,0.013832,0.006607,0.003167,0.003331,47.0193,0.003376,0.000279,0.287625,0.333795,0.193259,0.089684,0.047086,0.020641,0.012766,0.006977,0.004664,0.003223,44.895,0.008431,0,0.259249,0.319561,0.201561,0.117868,0.052753,0.026501,0.011489,0.005265,0.003054,0.002699,62.6707,0.01471
Positive,0,0.112542,0.240409,0.245967,0.174148,0.107549,0.061822,0.030106,0.014571,0.007955,0.00493,40.475,0.001564,0,0.150422,0.290165,0.268668,0.164431,0.07239,0.032925,0.011253,0.006777,0.001448,0.001521,64.9378,0.002393,0,0.141914,0.269643,0.240752,0.172508,0.089729,0.043549,0.023932,0.012369,0.003102,0.002501,61.6814,0.004955,0.000256,0.160255,0.289823,0.223164,0.142054,0.091263,0.046662,0.024338,0.013496,0.003936,0.004751,55.3449,0.010086
Positive,0.000458,0.131363,0.308886,0.254817,0.155271,0.086128,0.037511,0.014085,0.006415,0.002832,0.002233,71.797,0.004721,0,0.051601,0.151141,0.267446,0.197658,0.130531,0.117858,0.036582,0.020391,0.02222,0.004571,72.6466,0.004864,0,0.189443,0.342396,0.230022,0.127503,0.064999,0.025435,0.009024,0.00632,0.002168,0.002688,65.1782,0.012725,0.00031,0.175308,0.284615,0.230895,0.139203,0.07933,0.042648,0.02786,0.011666,0.004732,0.003431,73.6246,0.015715
Negative,0,0.120968,0.26184,0.254902,0.161084,0.10236,0.055504,0.021621,0.015972,0.003096,0.002652,0.467253,0.0949,0,0.25163,0.387756,0.215985,0.091651,0.032463,0.010483,0.004262,0.0029,0.001671,0.001199,0.503915,0.151685,0,0.271636,0.340513,0.206141,0.095075,0.048098,0.022088,0.008919,0.005125,0.001331,0.001075,0.308302,0.429953,0.000217,0.261697,0.322597,0.198606,0.100557,0.053012,0.030732,0.015051,0.010324,0.004342,0.002866,0.617579,0.510426
Negative,0,0.224438,0.321204,0.207616,0.124812,0.061401,0.038016,0.011091,0.006188,0.003561,0.001673,0.86301,0.238169,0,0.222905,0.331588,0.206058,0.123129,0.057363,0.033428,0.012285,0.009587,0.002091,0.001567,0.032733,0.259806,0,0.20597,0.339004,0.227422,0.123542,0.057499,0.023614,0.01261,0.006495,0.003043,0.000799,0.406919,0.67891,0,0.309683,0.305506,0.204628,0.099205,0.040886,0.02255,0.008492,0.004112,0.003206,0.001731,1.29831,0.963758
Negative,0,0.181663,0.33326,0.219726,0.124653,0.06078,0.041719,0.021204,0.010226,0.004811,0.001958,0.39021,0.247835,0,0.234455,0.315566,0.206204,0.126328,0.059771,0.027672,0.013805,0.007328,0.006606,0.002265,0.206352,0.263141,0,0.225663,0.342992,0.21223,0.12048,0.05121,0.026592,0.013251,0.002493,0.003418,0.001671,8.95656,0.780954,0,0.236342,0.323009,0.220516,0.117553,0.055881,0.023021,0.012004,0.005087,0.003785,0.002803,3.31035,0.897357
Negative,0,0.305619,0.348535,0.186311,0.089223,0.039129,0.018675,0.007225,0.003037,0.000957,0.00129,0.813386,0.180887,0.000284,0.284354,0.346438,0.183295,0.100403,0.047446,0.021354,0.009673,0.002528,0.002318,0.001907,0.906429,0.224029,0.000284,0.20395,0.336804,0.229103,0.122991,0.061965,0.022514,0.011701,0.005161,0.004104,0.001424,2.72523,0.6632,0.007744,0.111252,0.227377,0.198705,0.181834,0.136291,0.082967,0.017819,0.006376,0.018802,0.010833,9.85008,0.759389
Negative,0,0.251523,0.372924,0.210007,0.094961,0.038756,0.013782,0.007811,0.005491,0.001666,0.003079,6.86432,0.18085,0,0.281552,0.350872,0.204861,0.083225,0.037972,0.020135,0.011832,0.004906,0.002906,0.001739,0.963398,0.204811,0,0.323814,0.340932,0.18118,0.085018,0.037388,0.018303,0.007048,0.003489,0.001349,0.001478,7.08714,0.751803,0,0.268553,0.337783,0.213202,0.098285,0.046197,0.016052,0.010829,0.00364,0.003147,0.002312,2.61429,0.918619
Negative,0,0.285589,0.383828,0.194891,0.077581,0.030699,0.014506,0.007139,0.002921,0.001233,0.001613,4.90254,0.151394,0,0.240272,0.335812,0.212837,0.113514,0.048288,0.028044,0.010833,0.005834,0.002328,0.002239,0.341711,0.154357,0.000341,0.190811,0.2905,0.228662,0.133529,0.077868,0.040248,0.02229,0.010141,0.004343,0.001267,3.77679,0.363168,0,0.236804,0.31943,0.213002,0.121808,0.059359,0.025071,0.013563,0.005886,0.002833,0.002244,9.55454,0.448696
Negative,0,0.157938,0.300008,0.258266,0.144487,0.073049,0.033888,0.018799,0.007201,0.004396,0.001967,0.827148,0.102579,0,0.125905,0.262203,0.256752,0.170914,0.100802,0.044997,0.02363,0.009095,0.003435,0.002266,0.429687,0.085476,0,0.245832,0.331713,0.21894,0.112492,0.04952,0.020544,0.010078,0.005959,0.001723,0.0032,22.7793,0.326636,0,0.293191,0.325393,0.188267,0.10895,0.046536,0.019942,0.010923,0.004114,0.000541,0.002142,4.24273,0.506618
Negative,0,0.210623,0.33799,0.219989,0.118752,0.058583,0.02505,0.014081,0.0084,0.002757,0.003775,7.05425,0.332648,0,0.213016,0.346567,0.237513,0.112764,0.049532,0.021339,0.011813,0.003699,0.002021,0.001737,0.88423,0.316659,0,0.213229,0.334352,0.234397,0.124413,0.055389,0.024943,0.007136,0.003756,0.00078,0.001605,5.7478,0.612175,0,0.201182,0.330574,0.231099,0.125774,0.060151,0.029544,0.014165,0.004372,0.001851,0.001288,34.8867,0.672766
Negative,0,0.278912,0.378904,0.202903,0.0781,0.03945,0.012907,0.004334,0.001549,0.002008,0.000933,9.22449,0.209623,0.000198,0.221829,0.33859,0.216046,0.1134,0.054231,0.02541,0.015631,0.007168,0.003702,0.003795,3.26364,0.227585,0,0.206689,0.33839,0.214491,0.122319,0.061756,0.031544,0.014731,0.004925,0.003275,0.001881,0.131605,0.465188,0,0.217635,0.303705,0.232315,0.123142,0.068949,0.030649,0.014326,0.005331,0.00176,0.002187,3.26566,0.672598
Negative,0,0.126038,0.27513,0.258177,0.167665,0.091803,0.047681,0.01965,0.008073,0.002532,0.003252,0.561635,0.097805,0,0.13239,0.253825,0.263787,0.175608,0.097403,0.043207,0.018471,0.01001,0.002931,0.002367,0.585336,0.107833,0.000276,0.370956,0.348218,0.162513,0.072067,0.026688,0.011515,0.002995,0.002321,0.000558,0.001893,0.147652,0.55336,0,0.377614,0.309858,0.163411,0.077966,0.039068,0.015862,0.010108,0.00338,0.001072,0.001662,1.92513,0.814658
Negative,0,0.235128,0.370106,0.218807,0.104167,0.03876,0.020542,0.006412,0.003505,0.001543,0.001029,0.338149,0.223154,0,0.237638,0.338883,0.206974,0.112067,0.052917,0.0263,0.015708,0.005396,0.002071,0.002046,9.75,0.300026,0,0.220719,0.307668,0.225575,0.135758,0.062213,0.028409,0.010519,0.005231,0.002236,0.001672,7.00824,0.59061,0,0.29317,0.330732,0.181433,0.098589,0.053501,0.025507,0.010023,0.003125,0.002359,0.001562,61.4361,0.960414
Negative,0.000475,0.260499,0.398665,0.217552,0.071596,0.032015,0.011349,0.004308,0.002231,0.000496,0.000814,6.0579,0.198448,0,0.227611,0.356687,0.218833,0.123014,0.042173,0.018663,0.00738,0.002635,0.001314,0.001691,1.25828,0.17203,0,0.172624,0.298662,0.220571,0.156324,0.077695,0.038536,0.016806,0.010308,0.005668,0.002806,0.36975,0.350313,0.000309,0.255579,0.328622,0.211774,0.11783,0.051082,0.019702,0.009227,0.003697,0.001147,0.001031,3.54411,0.547105
Negative,0,0.309377,0.238471,0.118802,0.060561,0.087611,0.011094,0.003388,0.001418,0.112102,0.057176,0.354754,0.294309,0.000256,0.285736,0.356703,0.17704,0.089524,0.042628,0.025341,0.01215,0.006267,0.002163,0.002193,9.1794,0.327728,0,0.139362,0.250081,0.249157,0.1537,0.09717,0.052074,0.033226,0.013133,0.007687,0.00441,14.3864,0.514208,0,0.266387,0.349723,0.204449,0.093918,0.050992,0.024778,0.005143,0.002613,0.000775,0.001221,22.0361,0.967443
Negative,0.000291,0.231694,0.350405,0.208455,0.105673,0.052103,0.022561,0.014919,0.008611,0.00293,0.002357,0.286709,0.280049,0.000317,0.381606,0.367451,0.151834,0.052951,0.02423,0.008476,0.004898,0.002896,0.003431,0.001911,0.172054,0.414662,0,0.2402,0.336395,0.214321,0.108287,0.053509,0.0239,0.015452,0.004904,0.001547,0.001485,8.70471,0.754621,0,0.193648,0.343,0.225455,0.118896,0.057558,0.032837,0.012691,0.009663,0.004247,0.002004,7.0645,0.767227
