@RELATION Parkinson
@ATTRIBUTE class {Positive,Negative}
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE x16 NUMERIC
@ATTRIBUTE x17 NUMERIC
@ATTRIBUTE x18 NUMERIC
@ATTRIBUTE x19 NUMERIC
@ATTRIBUTE x20 NUMERIC
@ATTRIBUTE x21 NUMERIC
@ATTRIBUTE x22 NUMERIC
@ATTRIBUTE x23 NUMERIC
@ATTRIBUTE x24 NUMERIC
@ATTRIBUTE x25 NUMERIC
@ATTRIBUTE x26 NUMERIC
@ATTRIBUTE x27 NUMERIC
@ATTRIBUTE x28 NUMERIC
@ATTRIBUTE x29 NUMERIC
@ATTRIBUTE x30 NUMERIC
@ATTRIBUTE x31 NUMERIC
@ATTRIBUTE x32 NUMERIC
@ATTRIBUTE x33 NUMERIC
@ATTRIBUTE x34 NUMERIC
@ATTRIBUTE x35 NUMERIC
@ATTRIBUTE x36 NUMERIC
@ATTRIBUTE x37 NUMERIC
@ATTRIBUTE x38 NUMERIC
@ATTRIBUTE x39 NUMERIC
@ATTRIBUTE x40 NUMERIC
@ATTRIBUTE x41 NUMERIC
@ATTRIBUTE x42 NUMERIC
@ATTRIBUTE x43 NUMERIC
@ATTRIBUTE x44 NUMERIC
@ATTRIBUTE x45 NUMERIC
@ATTRIBUTE x46 NUMERIC
@ATTRIBUTE x47 NUMERIC
@ATTRIBUTE x48 NUMERIC
@ATTRIBUTE x49 NUMERIC
@ATTRIBUTE x50 NUMERIC
@ATTRIBUTE x51 NUMERIC
@ATTRIBUTE x52 NUMERIC
@DATA
Positive,0,0.223823,0.266623,0.188864,0.138338,0.077818,0.049812,0.022978,0.016204,0.007828,0.007712,79.6509,0.010288,0,0.231119,0.260177,0.190578,0.137284,0.072516,0.048028,0.02447,0.020261,0.010434,0.005133,79.7359,0.014273,0,0.226998,0.2669,0.184502,0.128803,0.077631,0.058091,0.026834,0.012198,0.01044,0.007604,79.3597,0.027449,0,0.213943,0.273352,0.192904,0.118655,0.080438,0.045222,0.031331,0.022086,0.010007,0.012062,78.6343,0.038462
Positive,0,0.11166,0.210158,0.18449,0.157532,0.125961,0.102507,0.053806,0.028579,0.01486,0.010448,79.7457,0.018618,0.000263,0.092247,0.196607,0.180619,0.149494,0.087922,0.051807,0.127878,0.097399,0.009899,0.005865,79.4254,0.022132,0,0.148582,0.260911,0.220466,0.155947,0.087293,0.055292,0.031834,0.016837,0.013145,0.009692,78.2038,0.020001,0,0.245231,0.291886,0.187438,0.127044,0.071552,0.036085,0.02114,0.00986,0.005273,0.00449,78.7629,0.046324
Positive,0,0.103725,0.24254,0.237218,0.166972,0.109802,0.07157,0.035717,0.020347,0.00818,0.003926,79.6546,0.012332,0.000274,0.13036,0.282925,0.237837,0.156619,0.083064,0.047057,0.028585,0.015615,0.009132,0.008531,79.7899,0.018697,0,0.088342,0.192537,0.223417,0.187377,0.122835,0.090051,0.052394,0.024824,0.011552,0.006671,78.9533,0.022025,0,0.122912,0.251201,0.222665,0.170572,0.103465,0.0606,0.033208,0.017727,0.010875,0.006776,78.6347,0.039926
Positive,0.000232,0.203171,0.308836,0.205848,0.121645,0.07349,0.0393,0.022602,0.011663,0.007523,0.005689,79.4764,0.014897,0,0.132346,0.269409,0.193229,0.156084,0.097328,0.067168,0.040278,0.023813,0.009298,0.011048,79.0227,0.015864,0,0.133544,0.246529,0.211305,0.170567,0.095084,0.059218,0.040127,0.025523,0.008399,0.009703,79.4285,0.036242,0,0.093887,0.211832,0.200465,0.162702,0.128086,0.0943,0.048287,0.03122,0.019243,0.009977,79.2912,0.048898
Positive,0,0.130965,0.239513,0.21356,0.160846,0.099217,0.055935,0.044111,0.028522,0.01569,0.011642,79.6043,0.005315,0,0.198545,0.288338,0.21631,0.132322,0.080322,0.039593,0.016698,0.017166,0.005935,0.004771,79.6714,0.006965,0,0.15502,0.245646,0.197579,0.139707,0.100073,0.066203,0.039719,0.027279,0.017262,0.011512,79.2027,0.011138,0,0.096857,0.212936,0.195102,0.173296,0.114753,0.085029,0.053421,0.027712,0.026817,0.014077,79.7669,0.020206
Positive,0,0.161941,0.293553,0.219928,0.13465,0.083424,0.043582,0.021891,0.01424,0.01425,0.012542,79.2387,0.017978,0,0.086674,0.210504,0.228544,0.167484,0.100839,0.085028,0.043309,0.030664,0.022516,0.024436,79.5887,0.016392,0,0.114171,0.222503,0.187105,0.140934,0.065443,0.063184,0.063601,0.016139,0.046405,0.080515,78.4385,0.041532,0,0.101801,0.223754,0.202875,0.167545,0.132129,0.090172,0.039147,0.024401,0.011694,0.006482,79.3709,0.04893
Positive,0,0.10891,0.21881,0.23774,0.17213,0.123564,0.066753,0.039857,0.014097,0.009705,0.008432,79.1277,0.008154,0.000554,0.086843,0.204328,0.222409,0.186194,0.116524,0.081211,0.058475,0.026033,0.011739,0.005689,79.4429,0.009507,0,0.084288,0.208448,0.23533,0.199581,0.12424,0.075006,0.045928,0.014809,0.006924,0.005445,79.2125,0.020147,0.000331,0.11295,0.220333,0.246119,0.180578,0.111969,0.066856,0.032243,0.014895,0.00734,0.006386,78.7931,0.035762
Positive,0.000549,0.1133,0.240771,0.224718,0.17195,0.095056,0.060318,0.043175,0.027029,0.015428,0.007707,79.3676,0.012594,0.000256,0.134702,0.262198,0.229397,0.148466,0.09748,0.060804,0.028031,0.019233,0.01186,0.007572,79.2349,0.017174,0.000259,0.123778,0.239574,0.239956,0.169393,0.09846,0.058187,0.026452,0.022883,0.014957,0.0061,79.633,0.044606,0,0.154632,0.276205,0.217838,0.15019,0.102448,0.053955,0.025299,0.010455,0.004302,0.004675,79.4281,0.064779
Negative,0,0.097037,0.221648,0.232307,0.175791,0.11357,0.076799,0.038951,0.026108,0.010129,0.00766,0.209297,0.555738,0.000284,0.179956,0.351492,0.213953,0.137941,0.063314,0.027697,0.012736,0.004106,0.004382,0.004139,0.53054,0.878345,0,0.1418,0.266284,0.213455,0.142011,0.096919,0.055749,0.040292,0.024133,0.012168,0.007189,4.35201,0.32121,0.00052,0.135232,0.29766,0.238562,0.160373,0.086144,0.036571,0.024019,0.010704,0.005684,0.00453,6.82414,0.052627
Negative,0,0.121766,0.239728,0.232913,0.166304,0.101081,0.063537,0.042433,0.018682,0.008754,0.004803,0.529832,0.204304,0.000285,0.134658,0.259627,0.237944,0.14809,0.095887,0.06324,0.035687,0.015855,0.005184,0.003541,0.241487,0.346816,0,0.07688,0.183646,0.223588,0.19741,0.149712,0.086546,0.044585,0.023591,0.0079,0.006144,1.17641,0.902717,0,0.106905,0.221465,0.214873,0.185235,0.13144,0.06939,0.038813,0.01749,0.010646,0.003742,4.88161,0.708255
Negative,0,0.140039,0.275649,0.214053,0.143836,0.095015,0.085911,0.029706,0.008441,0.003724,0.003627,0.399797,0.811036,0,0.093423,0.171863,0.133528,0.110589,0.077386,0.042046,0.084036,0.183806,0.035944,0.067379,0.863922,0.614258,0,0.088846,0.231758,0.273832,0.201158,0.104938,0.050089,0.026942,0.011554,0.006064,0.004817,8.19295,0.381741,0,0.133589,0.271137,0.250496,0.180477,0.089877,0.0414,0.015348,0.00917,0.00539,0.003116,1.25721,0.597663
Negative,0,0.054858,0.115584,0.153637,0.120797,0.081683,0.059098,0.098663,0.057656,0.130785,0.12724,5.92382,0.687654,0,0.170895,0.269444,0.192035,0.102769,0.070127,0.030279,0.027548,0.048839,0.044413,0.043651,2.61677,0.035599,0,0.149781,0.298713,0.246492,0.175152,0.077209,0.034795,0.010726,0.002262,0.001573,0.003296,6.78667,0.761826,0,0.111499,0.232512,0.262372,0.17151,0.105855,0.057361,0.033484,0.016333,0.005221,0.003853,36.5178,0.511207
Negative,0,0.132473,0.26262,0.233053,0.161152,0.098973,0.046518,0.023719,0.013037,0.016822,0.011631,2.37133,0.773618,0,0.201914,0.29204,0.206967,0.128917,0.079401,0.039583,0.026313,0.013001,0.007866,0.003997,6.91732,0.012346,0,0.177473,0.244729,0.193526,0.154979,0.097799,0.051239,0.03676,0.019821,0.014917,0.008758,10.8774,0.529439,0,0.113559,0.27459,0.247925,0.15329,0.098876,0.061354,0.029224,0.011374,0.006537,0.003269,63.9263,0.27897
Negative,0,0.193353,0.303306,0.235401,0.129847,0.059247,0.040515,0.015189,0.010271,0.006726,0.006145,0.906966,0.756237,0,0.171508,0.301841,0.227709,0.126493,0.07934,0.046046,0.018864,0.012476,0.010206,0.005517,0.484414,0.913037,0,0.091737,0.220958,0.242339,0.174471,0.113343,0.06548,0.04757,0.022643,0.013405,0.008053,6.06811,0.21094,0,0.115241,0.245412,0.22852,0.179607,0.105969,0.059738,0.027953,0.014223,0.012593,0.010745,3.91056,0.538545
Negative,0.000294,0.141003,0.271237,0.253592,0.142877,0.084465,0.050057,0.0334,0.013202,0.005621,0.004252,3.13838,0.575976,0,0.109802,0.265841,0.245975,0.15309,0.110068,0.069003,0.026274,0.009804,0.006484,0.003659,0.982156,0.502862,0,0.123601,0.267838,0.241304,0.15222,0.098935,0.061106,0.021974,0.017537,0.01056,0.004926,69.6274,0.786911,0,0.154152,0.241034,0.228098,0.160839,0.100523,0.052709,0.035134,0.012815,0.010799,0.003896,58.1365,0.704222
Negative,0,0.106521,0.22559,0.243544,0.183329,0.104608,0.065881,0.032818,0.020877,0.010249,0.006582,30.3249,0.750769,0,0.108567,0.222983,0.225204,0.190753,0.12143,0.062621,0.033939,0.020182,0.010775,0.003545,39.9022,0.600238,0,0.094805,0.239543,0.242121,0.190065,0.114771,0.063689,0.032131,0.01218,0.005899,0.004796,45.6578,0.507624,0,0.104793,0.235513,0.249036,0.180811,0.107339,0.060703,0.028159,0.017193,0.009611,0.00684,61.5207,0.929932
Negative,0.000264,0.135187,0.285259,0.274264,0.151343,0.078254,0.031841,0.018499,0.011475,0.008578,0.005036,27.7778,0.895753,0.000282,0.145082,0.28397,0.24405,0.141742,0.088062,0.051257,0.025769,0.011704,0.005312,0.002771,8.27994,0.208368,0,0.084963,0.214221,0.239187,0.182863,0.120642,0.075975,0.041994,0.023813,0.011776,0.004564,7.42578,0.240445,0,0.09928,0.216205,0.215826,0.187239,0.129657,0.073671,0.038681,0.023804,0.009657,0.005979,16.8136,0.590672
Negative,0,0.086557,0.202964,0.234393,0.203304,0.125377,0.075045,0.038719,0.018187,0.010886,0.004568,0.923622,0.49114,0,0.124844,0.274888,0.225137,0.153975,0.108086,0.052485,0.036114,0.01111,0.00666,0.006701,3.31119,0.612821,0,0.140111,0.265787,0.244306,0.161884,0.089843,0.053215,0.022715,0.011556,0.005404,0.005179,7.78099,0.351362,0,0.168234,0.327583,0.223353,0.123986,0.067123,0.042055,0.023537,0.011735,0.006204,0.006191,0.93382,0.808443
Negative,0,0.153764,0.29177,0.243144,0.152307,0.092488,0.035592,0.014189,0.010659,0.002419,0.003668,2.57712,0.997985,0,0.164946,0.304766,0.234428,0.137454,0.074388,0.044487,0.021229,0.010633,0.00502,0.002649,8.06916,0.394659,0,0.076614,0.195118,0.231752,0.198425,0.134033,0.083259,0.043399,0.024252,0.008661,0.004488,7.21636,0.374189,0.00019,0.101794,0.243986,0.234127,0.194342,0.113536,0.060829,0.028762,0.015001,0.005783,0.00165,79.1611,0.508831
Negative,0,0.123547,0.278332,0.24372,0.175537,0.090123,0.038179,0.021565,0.012362,0.011253,0.005381,32.1767,0.971698,0,0.140108,0.292907,0.228871,0.150453,0.093889,0.047048,0.030637,0.011387,0.003008,0.001692,3.67807,0.947158,0,0.103961,0.202828,0.216979,0.181182,0.118736,0.083587,0.04321,0.022116,0.012814,0.014586,9.78588,0.064913,0,0.114762,0.239903,0.228091,0.177866,0.108542,0.068719,0.034462,0.017714,0.005398,0.004542,71.3541,0.850414
Negative,0,0.201203,0.321006,0.228254,0.140318,0.0561,0.031671,0.011137,0.004487,0.002404,0.003421,5.62987,0.206743,0,0.176776,0.291551,0.232292,0.139405,0.083691,0.040983,0.015406,0.011052,0.006032,0.002813,4.39694,0.434539,0,0.072109,0.15901,0.213522,0.204947,0.151273,0.10301,0.058132,0.023464,0.008698,0.005833,50.4513,0.578222,0,0.110433,0.301964,0.264322,0.15053,0.085899,0.048816,0.020507,0.007632,0.005603,0.004293,43.2385,0.523873
Negative,0.00035,0.149607,0.314917,0.240684,0.133212,0.071516,0.041533,0.019729,0.013691,0.01149,0.003271,6.19214,0.448442,0,0.188368,0.326209,0.245803,0.133926,0.056187,0.024198,0.008341,0.00741,0.004623,0.004935,0.540203,0.882817,0,0.126315,0.240396,0.213473,0.164469,0.103929,0.070945,0.044683,0.02013,0.010651,0.005008,53.4873,0.581585,0,0.12717,0.238599,0.257423,0.171455,0.092043,0.044695,0.036371,0.017573,0.007721,0.006951,8.29727,0.083143
